model,fish_id,view,frame,img_path,confidence,x1,y1,x2,y2,box_w_px,box_h_px,img_w,img_h,num_detections
YOLOv8m,fish01,front,154,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-154.jpg,0.8838,355.9,189.2,434.8,280.6,78.9,91.4,640,480,1
YOLOv8m,fish01,front,155,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-155.jpg,0.8812,355.9,188.9,434.6,280.1,78.7,91.2,640,480,1
YOLOv8m,fish01,front,156,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-156.jpg,0.8776,355.6,188.7,434.3,279.4,78.7,90.8,640,480,1
YOLOv8m,fish01,front,157,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-157.jpg,0.8758,355.5,189.0,434.0,279.5,78.5,90.4,640,480,1
YOLOv8m,fish01,front,158,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-158.jpg,0.8816,355.9,188.7,434.7,279.4,78.8,90.8,640,480,1
YOLOv8m,fish01,front,159,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-159.jpg,0.8811,356.7,188.9,435.0,278.7,78.3,89.8,640,480,1
YOLOv8m,fish01,front,160,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-160.jpg,0.8846,357.9,188.5,435.2,278.4,77.4,89.8,640,480,1
YOLOv8m,fish01,front,161,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-161.jpg,0.8815,358.2,188.7,434.8,277.8,76.5,89.2,640,480,1
YOLOv8m,fish01,front,162,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-162.jpg,0.881,358.5,188.5,434.9,277.8,76.4,89.2,640,480,1
YOLOv8m,fish01,front,163,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-163.jpg,0.8787,359.3,188.2,434.7,277.9,75.4,89.6,640,480,1
YOLOv8m,fish01,front,164,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-164.jpg,0.8815,359.3,188.1,434.5,277.8,75.2,89.7,640,480,1
YOLOv8m,fish01,front,165,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-165.jpg,0.8776,360.6,187.9,435.2,277.6,74.6,89.7,640,480,1
YOLOv8m,fish01,front,166,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-166.jpg,0.8642,362.2,187.2,435.6,277.9,73.4,90.8,640,480,1
YOLOv8m,fish01,front,167,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-167.jpg,0.8577,361.9,188.2,435.4,278.1,73.4,89.9,640,480,1
YOLOv8m,fish01,front,168,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-168.jpg,0.848,363.0,187.1,435.4,277.9,72.4,90.8,640,480,1
YOLOv8m,fish01,front,169,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-169.jpg,0.8159,365.2,188.8,435.3,276.9,70.1,88.2,640,480,1
YOLOv8m,fish01,front,170,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-170.jpg,0.8195,364.1,188.9,434.9,276.0,70.8,87.1,640,480,1
YOLOv8m,fish01,front,171,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-171.jpg,0.6952,368.0,192.5,437.3,275.6,69.3,83.1,640,480,2
YOLOv8m,fish01,front,172,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-172.jpg,0.7412,381.2,199.1,492.6,275.3,111.4,76.1,640,480,2
YOLOv8m,fish01,front,173,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-173.jpg,0.7547,386.9,199.6,491.7,274.7,104.7,75.1,640,480,1
YOLOv8m,fish01,front,174,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-174.jpg,0.8309,388.3,200.2,491.5,274.8,103.1,74.6,640,480,1
YOLOv8m,fish01,front,175,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-175.jpg,0.8732,391.1,200.5,491.2,274.3,100.2,73.8,640,480,1
YOLOv8m,fish01,front,176,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-176.jpg,0.8815,387.7,200.6,491.2,274.3,103.5,73.7,640,480,1
YOLOv8m,fish01,front,177,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-177.jpg,0.8783,388.4,200.3,492.2,273.6,103.8,73.3,640,480,1
YOLOv8m,fish01,front,178,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-178.jpg,0.8817,388.9,199.8,493.2,274.3,104.3,74.5,640,480,1
YOLOv8m,fish01,front,179,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-179.jpg,0.8686,389.4,199.5,493.4,273.9,104.1,74.4,640,480,1
YOLOv8m,fish01,front,180,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-180.jpg,0.8595,391.0,199.6,493.3,274.2,102.3,74.6,640,480,1
YOLOv8m,fish01,front,181,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-181.jpg,0.8314,392.1,199.6,493.2,274.3,101.1,74.6,640,480,1
YOLOv8m,fish01,front,182,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-182.jpg,0.8707,391.8,200.4,493.4,275.1,101.5,74.7,640,480,1
YOLOv8m,fish01,front,183,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-183.jpg,0.8098,393.7,201.1,492.2,275.8,98.5,74.7,640,480,1
YOLOv8m,fish01,front,184,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-184.jpg,0.8037,395.2,201.6,492.1,275.6,96.9,74.0,640,480,1
YOLOv8m,fish01,front,185,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-185.jpg,0.8124,395.7,202.3,491.2,275.5,95.4,73.2,640,480,1
YOLOv8m,fish01,front,186,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-186.jpg,0.7491,405.3,203.0,490.6,276.9,85.2,73.9,640,480,1
YOLOv8m,fish01,front,187,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-187.jpg,0.8115,405.2,204.0,490.0,277.9,84.8,73.8,640,480,1
YOLOv8m,fish01,front,188,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-188.jpg,0.8488,408.2,205.0,489.0,279.4,80.9,74.4,640,480,1
YOLOv8m,fish01,front,189,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-189.jpg,0.8484,409.0,204.5,489.9,279.5,80.9,75.0,640,480,1
YOLOv8m,fish01,front,190,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-190.jpg,0.8634,407.2,205.4,489.6,280.8,82.5,75.5,640,480,1
YOLOv8m,fish01,front,191,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-191.jpg,0.8674,408.7,204.5,489.3,282.1,80.6,77.7,640,480,1
YOLOv8m,fish01,front,192,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-192.jpg,0.8772,406.5,204.4,489.2,283.0,82.7,78.7,640,480,1
YOLOv8m,fish01,front,193,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-193.jpg,0.8823,405.0,207.0,489.7,282.3,84.7,75.4,640,480,1
YOLOv8m,fish01,front,3417,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3417.jpg,0.8764,344.9,165.2,441.1,241.7,96.2,76.5,640,480,1
YOLOv8m,fish01,front,3418,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3418.jpg,0.8598,350.4,165.0,443.7,241.5,93.2,76.5,640,480,1
YOLOv8m,fish01,front,3419,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3419.jpg,0.864,347.6,165.1,444.8,241.5,97.2,76.4,640,480,1
YOLOv8m,fish01,front,3420,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3420.jpg,0.8274,348.4,165.9,444.1,240.9,95.8,75.0,640,480,1
YOLOv8m,fish01,front,3421,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3421.jpg,0.8359,343.7,166.3,445.5,243.4,101.8,77.0,640,480,1
YOLOv8m,fish01,front,3422,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3422.jpg,0.865,343.6,165.9,446.7,244.0,103.0,78.1,640,480,1
YOLOv8m,fish01,front,3423,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3423.jpg,0.867,343.4,166.1,448.1,244.7,104.7,78.5,640,480,1
YOLOv8m,fish01,front,3424,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3424.jpg,0.877,344.0,166.2,448.8,243.5,104.8,77.3,640,480,1
YOLOv8m,fish01,front,3425,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3425.jpg,0.8593,344.8,166.2,447.7,244.1,102.9,77.9,640,480,1
YOLOv8m,fish01,front,3426,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3426.jpg,0.8646,347.8,166.2,448.1,242.9,100.2,76.7,640,480,1
YOLOv8m,fish01,front,3427,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3427.jpg,0.8804,347.3,165.8,451.0,242.8,103.7,77.0,640,480,1
YOLOv8m,fish01,front,3428,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3428.jpg,0.87,348.0,165.2,452.3,243.2,104.4,78.1,640,480,1
YOLOv8m,fish01,front,3429,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3429.jpg,0.8615,347.8,164.9,452.5,243.8,104.7,78.9,640,480,1
YOLOv8m,fish01,front,3430,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3430.jpg,0.8574,348.3,164.9,453.0,244.3,104.6,79.4,640,480,1
YOLOv8m,fish01,front,3431,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3431.jpg,0.8545,349.4,164.3,454.1,244.2,104.6,80.0,640,480,1
YOLOv8m,fish01,front,3432,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3432.jpg,0.8615,350.4,164.7,453.4,244.1,103.0,79.4,640,480,1
YOLOv8m,fish01,front,3433,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3433.jpg,0.8278,352.6,164.5,453.7,244.1,101.0,79.5,640,480,1
YOLOv8m,fish01,front,3434,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3434.jpg,0.8415,354.9,163.9,454.8,244.2,99.9,80.2,640,480,1
YOLOv8m,fish01,front,3435,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3435.jpg,0.8489,354.1,164.3,454.5,244.4,100.4,80.1,640,480,1
YOLOv8m,fish01,front,3436,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3436.jpg,0.8538,358.5,163.9,455.0,244.0,96.5,80.1,640,480,1
YOLOv8m,fish01,front,3437,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3437.jpg,0.8395,357.4,163.9,455.0,244.1,97.7,80.2,640,480,1
YOLOv8m,fish01,front,3438,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3438.jpg,0.8477,360.7,163.9,454.9,244.8,94.2,80.9,640,480,1
YOLOv8m,fish01,front,3439,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3439.jpg,0.8431,360.6,164.0,455.2,244.8,94.5,80.8,640,480,1
YOLOv8m,fish01,front,3440,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3440.jpg,0.8222,360.1,164.5,455.7,245.0,95.6,80.5,640,480,1
YOLOv8m,fish01,front,3441,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3441.jpg,0.8322,361.5,164.8,456.2,245.6,94.7,80.8,640,480,1
YOLOv8m,fish01,front,3442,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3442.jpg,0.8439,362.0,165.6,456.4,245.5,94.3,79.9,640,480,1
YOLOv8m,fish01,front,3443,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3443.jpg,0.8203,360.0,165.6,457.3,245.5,97.3,79.9,640,480,1
YOLOv8m,fish01,front,3444,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3444.jpg,0.8203,368.4,165.9,456.5,245.0,88.1,79.1,640,480,1
YOLOv8m,fish01,front,3445,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3445.jpg,0.8449,367.7,166.0,457.7,246.2,90.0,80.2,640,480,1
YOLOv8m,fish01,front,3446,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3446.jpg,0.8178,366.2,168.1,457.6,246.7,91.4,78.7,640,480,1
YOLOv8m,fish01,front,3447,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3447.jpg,0.7763,370.2,167.7,457.5,245.5,87.3,77.8,640,480,1
YOLOv8m,fish01,front,3448,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3448.jpg,0.7787,370.3,167.6,457.3,245.5,87.0,77.9,640,480,1
YOLOv8m,fish01,front,3449,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3449.jpg,0.8046,370.1,168.3,457.2,246.7,87.1,78.4,640,480,1
YOLOv8m,fish01,front,3450,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3450.jpg,0.808,370.9,168.7,457.2,246.5,86.3,77.8,640,480,1
YOLOv8m,fish01,front,3451,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3451.jpg,0.7607,369.3,169.0,457.0,247.3,87.7,78.3,640,480,1
YOLOv8m,fish01,front,3452,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3452.jpg,0.7754,370.4,169.7,457.0,246.9,86.6,77.2,640,480,1
YOLOv8m,fish01,front,3453,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3453.jpg,0.7717,371.0,169.6,457.4,247.2,86.4,77.6,640,480,1
YOLOv8m,fish01,front,3454,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3454.jpg,0.7931,366.8,170.4,456.3,248.6,89.5,78.1,640,480,1
YOLOv8m,fish01,front,3455,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3455.jpg,0.7954,366.6,170.9,455.6,248.8,89.1,77.9,640,480,1
YOLOv8m,fish01,front,3456,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3456.jpg,0.6963,366.1,171.1,455.5,250.3,89.4,79.2,640,480,1
YOLOv8m,fish01,front,3457,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3457.jpg,0.6969,364.4,172.4,454.3,253.0,90.0,80.6,640,480,1
YOLOv8m,fish01,front,3458,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3458.jpg,0.6842,364.9,172.7,453.0,252.7,88.2,79.9,640,480,1
YOLOv8m,fish01,front,3459,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3459.jpg,0.7044,365.2,172.7,452.6,254.6,87.4,81.9,640,480,1
YOLOv8m,fish01,front,3460,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3460.jpg,0.7748,366.8,172.9,452.6,255.6,85.8,82.7,640,480,1
YOLOv8m,fish01,front,3461,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3461.jpg,0.7797,366.9,173.2,451.2,256.7,84.3,83.5,640,480,1
YOLOv8m,fish01,front,3462,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3462.jpg,0.8174,367.2,173.3,450.9,258.1,83.7,84.7,640,480,1
YOLOv8m,fish01,front,3463,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3463.jpg,0.8351,367.9,173.5,452.4,258.1,84.5,84.6,640,480,1
YOLOv8m,fish01,front,3464,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3464.jpg,0.8522,368.4,173.1,451.3,259.4,82.9,86.3,640,480,1
YOLOv8m,fish01,front,3465,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3465.jpg,0.8681,369.1,173.4,450.2,261.1,81.2,87.7,640,480,1
YOLOv8m,fish01,front,3466,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3466.jpg,0.8686,370.9,173.4,451.3,262.1,80.5,88.7,640,480,1
YOLOv8m,fish01,front,3467,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3467.jpg,0.8127,374.5,174.6,448.1,260.5,73.6,85.9,640,480,1
YOLOv8m,fish01,front,3468,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-frontview-frame-3468.jpg,0.8239,374.7,175.3,449.8,260.6,75.1,85.3,640,480,1
YOLOv8m,fish01,top,144,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-144.jpg,0.7147,344.7,224.7,398.9,273.2,54.2,48.5,640,360,1
YOLOv8m,fish01,top,145,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-145.jpg,0.629,343.5,227.9,401.1,269.1,57.6,41.2,640,360,1
YOLOv8m,fish01,top,146,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-146.jpg,0.6532,344.2,225.8,401.2,268.0,57.0,42.1,640,360,1
YOLOv8m,fish01,top,147,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-147.jpg,0.6157,343.0,225.5,406.5,265.7,63.5,40.2,640,360,2
YOLOv8m,fish01,top,148,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-148.jpg,0.6099,346.2,225.0,418.0,271.1,71.8,46.0,640,360,1
YOLOv8m,fish01,top,149,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-149.jpg,0.6476,346.1,227.9,419.4,270.0,73.3,42.1,640,360,1
YOLOv8m,fish01,top,150,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-150.jpg,0.7302,342.8,238.1,428.5,268.8,85.6,30.7,640,360,1
YOLOv8m,fish01,top,151,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-151.jpg,0.7343,342.4,238.9,430.4,269.7,88.0,30.7,640,360,1
YOLOv8m,fish01,top,152,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-152.jpg,0.7735,343.0,242.0,428.6,269.9,85.6,28.0,640,360,1
YOLOv8m,fish01,top,153,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-153.jpg,0.7677,343.8,244.6,425.6,270.0,81.8,25.4,640,360,1
YOLOv8m,fish01,top,154,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-154.jpg,0.7373,347.5,245.9,425.6,271.8,78.0,25.8,640,360,1
YOLOv8m,fish01,top,155,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-155.jpg,0.7726,347.5,245.8,430.6,272.0,83.1,26.3,640,360,1
YOLOv8m,fish01,top,156,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-156.jpg,0.7914,347.3,245.3,433.6,272.5,86.2,27.2,640,360,1
YOLOv8m,fish01,top,157,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-157.jpg,0.7892,347.7,244.4,424.8,271.7,77.1,27.3,640,360,1
YOLOv8m,fish01,top,158,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-158.jpg,0.802,349.6,244.3,425.2,272.9,75.6,28.6,640,360,1
YOLOv8m,fish01,top,159,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-159.jpg,0.8023,350.2,243.7,427.5,273.2,77.3,29.5,640,360,1
YOLOv8m,fish01,top,160,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-160.jpg,0.8071,351.5,242.5,429.1,274.9,77.6,32.4,640,360,1
YOLOv8m,fish01,top,161,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-161.jpg,0.8289,354.6,240.9,429.7,276.7,75.1,35.8,640,360,1
YOLOv8m,fish01,top,162,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-162.jpg,0.8385,354.5,240.5,429.4,277.4,74.9,36.9,640,360,1
YOLOv8m,fish01,top,163,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-163.jpg,0.8377,354.2,239.7,427.4,278.2,73.2,38.5,640,360,1
YOLOv8m,fish01,top,164,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-164.jpg,0.8428,354.9,239.1,426.5,278.4,71.7,39.4,640,360,1
YOLOv8m,fish01,top,165,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-165.jpg,0.8404,356.7,239.1,425.7,278.8,69.0,39.7,640,360,1
YOLOv8m,fish01,top,166,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-166.jpg,0.8445,357.1,238.8,425.9,278.9,68.8,40.1,640,360,1
YOLOv8m,fish01,top,167,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-167.jpg,0.8455,356.5,239.0,425.9,278.4,69.4,39.5,640,360,1
YOLOv8m,fish01,top,168,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-168.jpg,0.8455,357.2,239.5,424.6,279.0,67.5,39.5,640,360,1
YOLOv8m,fish01,top,169,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-169.jpg,0.8436,358.7,239.5,424.2,279.9,65.5,40.4,640,360,1
YOLOv8m,fish01,top,170,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-170.jpg,0.8471,357.0,238.1,423.2,280.4,66.1,42.3,640,360,1
YOLOv8m,fish01,top,171,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-171.jpg,0.8528,357.3,238.3,422.1,281.1,64.8,42.8,640,360,1
YOLOv8m,fish01,top,172,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-172.jpg,0.8605,356.9,237.6,420.9,282.0,64.0,44.4,640,360,1
YOLOv8m,fish01,top,173,C:\Users\shain\Downloads\FISH DATASET\frames\fraes\fish01_frames\fish01-topview-frame-173.jpg,0.8502,358.3,237.3,420.9,282.5,62.5,45.2,640,360,1
